region,hotel_name,date,occupancy_rate,bookings,cancellations,revenue,stars
Djerba,Vincci Helios Beach,2024-05-02,0.73,121,6,16456,4
Monastir,Hilton Skanes Monastir Beach,2024-05-02,0.7,49,2,15092,5
Monastir,One Resort Monastir,2024-05-02,0.75,162,16,17496,4
Monastir,Delphin El Habib,2024-05-02,0.56,46,1,3726,3
Tunis,Laico Tunis Hotel,2024-05-03,0.71,168,9,28224,4
Tunis,Hotel Africa Tunis,2024-05-03,0.74,87,5,15138,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-03,0.84,132,6,28248,5
Sousse,El Mouradi Palace,2024-05-03,0.68,48,5,7824,4
Sousse,Marhaba Beach Hotel,2024-05-03,0.6,181,16,28960,4
Sousse,Riadh Palms Resort,2024-05-03,0.74,168,15,18312,4
Hammamet,La Badira,2024-05-03,0.76,108,9,20952,5
Hammamet,Iberostar Averroes,2024-05-03,0.64,92,3,10488,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-03,0.85,184,21,44896,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-03,0.81,91,3,30849,5
Djerba,Iberostar Mehari Djerba,2024-05-03,0.75,101,4,12524,4
Djerba,Vincci Helios Beach,2024-05-03,0.59,160,9,16800,4
Monastir,Hilton Skanes Monastir Beach,2024-05-03,0.85,66,4,14784,5
Monastir,One Resort Monastir,2024-05-03,0.73,153,15,17748,4
Monastir,Delphin El Habib,2024-05-03,0.53,104,11,7592,3
Tunis,Laico Tunis Hotel,2024-05-04,0.66,104,11,12064,4
Tunis,Hotel Africa Tunis,2024-05-04,0.63,135,8,16740,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-04,0.71,115,12,30820,5
Sousse,El Mouradi Palace,2024-05-04,0.73,175,20,30100,4
Sousse,Marhaba Beach Hotel,2024-05-04,0.57,112,9,18704,4
Sousse,Riadh Palms Resort,2024-05-04,0.66,126,8,12852,4
Hammamet,La Badira,2024-05-04,0.72,108,11,37368,5
Hammamet,Iberostar Averroes,2024-05-04,0.74,76,2,11324,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-04,0.83,162,6,42606,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-04,0.78,174,12,32886,5
Djerba,Iberostar Mehari Djerba,2024-05-04,0.54,54,4,7614,4
Djerba,Vincci Helios Beach,2024-05-04,0.75,189,10,31563,4
Monastir,Hilton Skanes Monastir Beach,2024-05-04,0.77,55,5,19140,5
Monastir,One Resort Monastir,2024-05-04,0.72,191,20,30560,4
Monastir,Delphin El Habib,2024-05-04,0.51,153,18,13617,3
Tunis,Laico Tunis Hotel,2024-05-05,0.56,138,11,22632,4
Tunis,Hotel Africa Tunis,2024-05-05,0.68,153,9,17442,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-05,0.8,58,2,18676,5
Sousse,El Mouradi Palace,2024-05-05,0.59,177,17,31152,4
Sousse,Marhaba Beach Hotel,2024-05-05,0.62,70,5,10430,4
Sousse,Riadh Palms Resort,2024-05-05,0.58,138,13,23736,4
Hammamet,La Badira,2024-05-05,0.77,133,14,44023,5
Hammamet,Iberostar Averroes,2024-05-05,0.62,63,7,7497,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-05,0.76,135,9,35505,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-05,0.72,164,17,45920,5
Djerba,Iberostar Mehari Djerba,2024-05-05,0.73,149,13,24287,4
Djerba,Vincci Helios Beach,2024-05-05,0.61,84,7,12600,4
Monastir,Hilton Skanes Monastir Beach,2024-05-05,0.73,166,15,44986,5
Monastir,One Resort Monastir,2024-05-05,0.69,150,17,26700,4
Monastir,Delphin El Habib,2024-05-05,0.56,180,15,11880,3
Tunis,Laico Tunis Hotel,2024-05-06,0.66,121,11,20933,4
Tunis,Hotel Africa Tunis,2024-05-06,0.66,80,5,11440,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-06,0.71,54,4,11556,5
Sousse,El Mouradi Palace,2024-05-06,0.59,131,14,20043,4
Sousse,Marhaba Beach Hotel,2024-05-06,0.65,165,11,26070,4
Sousse,Riadh Palms Resort,2024-05-06,0.56,126,11,13104,4
Hammamet,La Badira,2024-05-06,0.84,193,12,58093,5
Hammamet,Iberostar Averroes,2024-05-06,0.76,109,7,18748,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-06,0.79,121,6,38962,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-06,0.71,197,15,62646,5
Djerba,Iberostar Mehari Djerba,2024-05-06,0.57,75,8,12375,4
Djerba,Vincci Helios Beach,2024-05-06,0.73,110,8,12650,4
Monastir,Hilton Skanes Monastir Beach,2024-05-06,0.76,134,15,27470,5
Monastir,One Resort Monastir,2024-05-06,0.55,176,13,17776,4
Monastir,Delphin El Habib,2024-05-06,0.57,167,14,14028,3
Tunis,Laico Tunis Hotel,2024-05-07,0.72,173,20,31140,4
Tunis,Hotel Africa Tunis,2024-05-07,0.63,98,7,12544,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-07,0.81,54,5,10908,5
Sousse,El Mouradi Palace,2024-05-07,0.69,59,3,7965,4
Sousse,Marhaba Beach Hotel,2024-05-07,0.66,122,4,15616,4
Sousse,Riadh Palms Resort,2024-05-07,0.72,166,14,16766,4
Hammamet,La Badira,2024-05-07,0.77,137,7,42881,5
Hammamet,Iberostar Averroes,2024-05-07,0.57,84,6,9240,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-07,0.77,154,6,44044,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-07,0.8,140,5,27160,5
Djerba,Iberostar Mehari Djerba,2024-05-07,0.58,45,4,4770,4
Djerba,Vincci Helios Beach,2024-05-07,0.56,74,6,7474,4
Monastir,Hilton Skanes Monastir Beach,2024-05-07,0.82,180,19,41040,5
Monastir,One Resort Monastir,2024-05-07,0.57,50,2,5200,4
Monastir,Delphin El Habib,2024-05-07,0.56,92,3,9292,3
Tunis,Laico Tunis Hotel,2024-05-08,0.65,83,8,13944,4
Tunis,Hotel Africa Tunis,2024-05-08,0.73,171,8,18810,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-08,0.69,51,6,12750,5
Sousse,El Mouradi Palace,2024-05-08,0.66,161,10,16744,4
Sousse,Marhaba Beach Hotel,2024-05-08,0.62,106,8,12720,4
Sousse,Riadh Palms Resort,2024-05-08,0.6,153,10,19584,4
Hammamet,La Badira,2024-05-08,0.81,130,7,25090,5
Hammamet,Iberostar Averroes,2024-05-08,0.59,72,6,11520,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-08,0.69,55,2,14905,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-08,0.85,104,8,18720,5
Djerba,Iberostar Mehari Djerba,2024-05-08,0.72,146,5,15330,4
Djerba,Vincci Helios Beach,2024-05-08,0.69,121,4,15851,4
Monastir,Hilton Skanes Monastir Beach,2024-05-08,0.77,68,6,18292,5
Monastir,One Resort Monastir,2024-05-08,0.73,94,4,13066,4
Monastir,Delphin El Habib,2024-05-08,0.58,89,3,6230,3
Tunis,Laico Tunis Hotel,2024-05-09,0.64,195,11,19695,4
Tunis,Hotel Africa Tunis,2024-05-09,0.57,181,10,24254,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-09,0.71,107,8,26857,5
Sousse,El Mouradi Palace,2024-05-09,0.62,114,13,16644,4
Sousse,Marhaba Beach Hotel,2024-05-09,0.69,63,2,7812,4
Sousse,Riadh Palms Resort,2024-05-09,0.68,157,12,17898,4
Hammamet,La Badira,2024-05-09,0.84,153,12,50490,5
Hammamet,Iberostar Averroes,2024-05-09,0.61,79,3,11218,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-09,0.76,109,5,32482,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-09,0.74,111,9,37518,5
Djerba,Iberostar Mehari Djerba,2024-05-09,0.75,178,11,27234,4
Djerba,Vincci Helios Beach,2024-05-09,0.73,72,2,11592,4
Monastir,Hilton Skanes Monastir Beach,2024-05-09,0.74,108,11,19872,5
Monastir,One Resort Monastir,2024-05-09,0.67,193,8,24511,4
Monastir,Delphin El Habib,2024-05-09,0.54,90,7,5580,3
Tunis,Laico Tunis Hotel,2024-05-10,0.69,182,6,29848,4
Tunis,Hotel Africa Tunis,2024-05-10,0.58,179,7,29356,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-10,0.7,54,5,17172,5
Sousse,El Mouradi Palace,2024-05-10,0.71,99,11,16830,4
Sousse,Marhaba Beach Hotel,2024-05-10,0.55,183,14,19764,4
Sousse,Riadh Palms Resort,2024-05-10,0.59,145,16,25520,4
Hammamet,La Badira,2024-05-10,0.76,162,13,35154,5
Hammamet,Iberostar Averroes,2024-05-10,0.55,110,5,12430,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-10,0.85,126,11,23940,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-10,0.81,69,4,18216,5
Djerba,Iberostar Mehari Djerba,2024-05-10,0.54,53,5,5459,4
Djerba,Vincci Helios Beach,2024-05-10,0.72,84,5,9072,4
Monastir,Hilton Skanes Monastir Beach,2024-05-10,0.76,157,7,51496,5
Monastir,One Resort Monastir,2024-05-10,0.63,50,3,8000,4
Monastir,Delphin El Habib,2024-05-10,0.67,45,2,3420,3
Tunis,Laico Tunis Hotel,2024-05-11,0.75,166,7,23738,4
Tunis,Hotel Africa Tunis,2024-05-11,0.67,193,16,32231,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-11,0.85,66,2,23100,5
Sousse,El Mouradi Palace,2024-05-11,0.64,172,7,27864,4
Sousse,Marhaba Beach Hotel,2024-05-11,0.75,117,9,16497,4
Sousse,Riadh Palms Resort,2024-05-11,0.63,52,2,6604,4
Hammamet,La Badira,2024-05-11,0.8,99,4,34551,5
Hammamet,Iberostar Averroes,2024-05-11,0.69,112,8,11536,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-11,0.68,46,1,10166,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-11,0.75,152,12,42864,5
Djerba,Iberostar Mehari Djerba,2024-05-11,0.65,59,5,6962,4
Djerba,Vincci Helios Beach,2024-05-11,0.71,187,9,28424,4
Monastir,Hilton Skanes Monastir Beach,2024-05-11,0.7,56,6,16464,5
Monastir,One Resort Monastir,2024-05-11,0.63,175,10,18200,4
Monastir,Delphin El Habib,2024-05-11,0.49,142,13,15620,3
Tunis,Laico Tunis Hotel,2024-05-12,0.73,99,3,17226,4
Tunis,Hotel Africa Tunis,2024-05-12,0.66,99,11,14553,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-12,0.71,149,11,48127,5
Sousse,El Mouradi Palace,2024-05-12,0.72,101,7,10908,4
Sousse,Marhaba Beach Hotel,2024-05-12,0.57,132,6,18480,4
Sousse,Riadh Palms Resort,2024-05-12,0.67,126,10,16002,4
Hammamet,La Badira,2024-05-12,0.75,146,13,46866,5
Hammamet,Iberostar Averroes,2024-05-12,0.56,79,2,13114,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-12,0.73,72,6,24552,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-12,0.83,156,13,34164,5
Djerba,Iberostar Mehari Djerba,2024-05-12,0.74,67,3,8844,4
Djerba,Vincci Helios Beach,2024-05-12,0.64,119,8,14042,4
Monastir,Hilton Skanes Monastir Beach,2024-05-12,0.77,99,11,18513,5
Monastir,One Resort Monastir,2024-05-12,0.74,166,8,27556,4
Monastir,Delphin El Habib,2024-05-12,0.47,48,5,4752,3
Tunis,Laico Tunis Hotel,2024-05-13,0.57,79,3,14062,4
Tunis,Hotel Africa Tunis,2024-05-13,0.73,193,13,30880,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-13,0.84,139,9,29607,5
Sousse,El Mouradi Palace,2024-05-13,0.64,85,9,9860,4
Sousse,Marhaba Beach Hotel,2024-05-13,0.63,173,14,30794,4
Sousse,Riadh Palms Resort,2024-05-13,0.69,193,21,19493,4
Hammamet,La Badira,2024-05-13,0.69,174,12,47154,5
Hammamet,Iberostar Averroes,2024-05-13,0.76,129,15,15093,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-13,0.75,64,5,18688,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-13,0.81,180,18,57420,5
Djerba,Iberostar Mehari Djerba,2024-05-13,0.69,194,8,20758,4
Djerba,Vincci Helios Beach,2024-05-13,0.58,144,10,25632,4
Monastir,Hilton Skanes Monastir Beach,2024-05-13,0.82,51,3,12750,5
Monastir,One Resort Monastir,2024-05-13,0.57,99,6,13167,4
Monastir,Delphin El Habib,2024-05-13,0.59,134,10,9782,3
Tunis,Laico Tunis Hotel,2024-05-14,0.75,175,12,24325,4
Tunis,Hotel Africa Tunis,2024-05-14,0.56,196,20,21756,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-14,0.84,161,17,38318,5
Sousse,El Mouradi Palace,2024-05-14,0.55,146,15,18396,4
Sousse,Marhaba Beach Hotel,2024-05-14,0.56,117,4,12987,4
Sousse,Riadh Palms Resort,2024-05-14,0.58,48,3,5520,4
Hammamet,La Badira,2024-05-14,0.83,180,10,51480,5
Hammamet,Iberostar Averroes,2024-05-14,0.62,131,4,16244,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-14,0.69,159,13,42771,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-14,0.68,197,15,60873,5
Djerba,Iberostar Mehari Djerba,2024-05-14,0.56,80,8,11760,4
Djerba,Vincci Helios Beach,2024-05-14,0.62,118,7,17110,4
Monastir,Hilton Skanes Monastir Beach,2024-05-14,0.72,73,5,18615,5
Monastir,One Resort Monastir,2024-05-14,0.68,96,7,12480,4
Monastir,Delphin El Habib,2024-05-14,0.55,114,11,8208,3
Tunis,Laico Tunis Hotel,2024-05-15,0.61,165,6,20130,4
Tunis,Hotel Africa Tunis,2024-05-15,0.73,196,6,31752,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-15,0.74,146,13,46720,5
Sousse,El Mouradi Palace,2024-05-15,0.61,169,16,18759,4
Sousse,Marhaba Beach Hotel,2024-05-15,0.68,190,19,31160,4
Sousse,Riadh Palms Resort,2024-05-15,0.69,105,5,14700,4
Hammamet,La Badira,2024-05-15,0.73,95,6,18145,5
Hammamet,Iberostar Averroes,2024-05-15,0.71,105,4,15120,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-15,0.74,51,2,10608,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-15,0.84,102,3,27948,5
Djerba,Iberostar Mehari Djerba,2024-05-15,0.55,148,11,14948,4
Djerba,Vincci Helios Beach,2024-05-15,0.75,121,9,14036,4
Monastir,Hilton Skanes Monastir Beach,2024-05-15,0.82,169,15,39546,5
Monastir,One Resort Monastir,2024-05-15,0.76,198,16,34056,4
Monastir,Delphin El Habib,2024-05-15,0.59,96,10,7296,3
Tunis,Laico Tunis Hotel,2024-05-16,0.6,139,8,20989,4
Tunis,Hotel Africa Tunis,2024-05-16,0.67,166,7,25564,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-16,0.81,90,8,20610,5
Sousse,El Mouradi Palace,2024-05-16,0.57,179,21,26492,4
Sousse,Marhaba Beach Hotel,2024-05-16,0.68,119,11,20468,4
Sousse,Riadh Palms Resort,2024-05-16,0.61,53,4,8215,4
Hammamet,La Badira,2024-05-16,0.77,110,12,24090,5
Hammamet,Iberostar Averroes,2024-05-16,0.73,133,10,13965,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-16,0.85,125,4,41625,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-16,0.77,83,9,23904,5
Djerba,Iberostar Mehari Djerba,2024-05-16,0.75,118,11,14986,4
Djerba,Vincci Helios Beach,2024-05-16,0.72,106,9,13992,4
Monastir,Hilton Skanes Monastir Beach,2024-05-16,0.71,145,10,31175,5
Monastir,One Resort Monastir,2024-05-16,0.68,67,5,6834,4
Monastir,Delphin El Habib,2024-05-16,0.53,91,6,5551,3
Tunis,Laico Tunis Hotel,2024-05-17,0.6,152,5,22192,4
Tunis,Hotel Africa Tunis,2024-05-17,0.58,92,5,9752,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-17,0.73,128,9,34688,5
Sousse,El Mouradi Palace,2024-05-17,0.73,92,9,13984,4
Sousse,Marhaba Beach Hotel,2024-05-17,0.63,185,15,26825,4
Sousse,Riadh Palms Resort,2024-05-17,0.58,132,12,15312,4
Hammamet,La Badira,2024-05-17,0.8,133,8,38171,5
Hammamet,Iberostar Averroes,2024-05-17,0.76,154,11,17864,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-17,0.73,49,4,10535,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-17,0.79,113,5,34465,5
Djerba,Iberostar Mehari Djerba,2024-05-17,0.58,198,9,24156,4
Djerba,Vincci Helios Beach,2024-05-17,0.76,180,8,21420,4
Monastir,Hilton Skanes Monastir Beach,2024-05-17,0.69,84,3,17388,5
Monastir,One Resort Monastir,2024-05-17,0.58,109,6,13080,4
Monastir,Delphin El Habib,2024-05-17,0.55,141,14,12972,3
Tunis,Laico Tunis Hotel,2024-05-18,0.71,101,7,14443,4
Tunis,Hotel Africa Tunis,2024-05-18,0.71,186,8,21948,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-18,0.7,185,8,44215,5
Sousse,El Mouradi Palace,2024-05-18,0.65,185,22,18685,4
Sousse,Marhaba Beach Hotel,2024-05-18,0.64,106,10,11872,4
Sousse,Riadh Palms Resort,2024-05-18,0.71,181,18,19548,4
Hammamet,La Badira,2024-05-18,0.84,64,4,14912,5
Hammamet,Iberostar Averroes,2024-05-18,0.67,120,11,18720,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-18,0.75,175,18,33075,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-18,0.85,81,6,24300,5
Djerba,Iberostar Mehari Djerba,2024-05-18,0.57,125,12,19500,4
Djerba,Vincci Helios Beach,2024-05-18,0.66,91,10,9100,4
Monastir,Hilton Skanes Monastir Beach,2024-05-18,0.77,69,7,16215,5
Monastir,One Resort Monastir,2024-05-18,0.57,47,4,6345,4
Monastir,Delphin El Habib,2024-05-18,0.53,53,2,4452,3
Tunis,Laico Tunis Hotel,2024-05-19,0.64,106,3,14628,4
Tunis,Hotel Africa Tunis,2024-05-19,0.56,148,15,16132,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-19,0.85,133,5,27664,5
Sousse,El Mouradi Palace,2024-05-19,0.55,180,5,23220,4
Sousse,Marhaba Beach Hotel,2024-05-19,0.72,92,8,15548,4
Sousse,Riadh Palms Resort,2024-05-19,0.56,50,5,7000,4
Hammamet,La Badira,2024-05-19,0.84,87,9,28536,5
Hammamet,Iberostar Averroes,2024-05-19,0.68,148,4,22348,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-19,0.85,124,8,42780,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-19,0.79,45,4,12555,5
Djerba,Iberostar Mehari Djerba,2024-05-19,0.61,96,10,11040,4
Djerba,Vincci Helios Beach,2024-05-19,0.62,151,17,20687,4
Monastir,Hilton Skanes Monastir Beach,2024-05-19,0.75,182,20,54418,5
Monastir,One Resort Monastir,2024-05-19,0.65,112,6,13440,4
Monastir,Delphin El Habib,2024-05-19,0.64,116,9,9396,3
Tunis,Laico Tunis Hotel,2024-05-20,0.63,77,5,12782,4
Tunis,Hotel Africa Tunis,2024-05-20,0.69,69,3,10764,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-20,0.77,138,6,38778,5
Sousse,El Mouradi Palace,2024-05-20,0.65,111,10,19869,4
Sousse,Marhaba Beach Hotel,2024-05-20,0.56,68,4,9316,4
Sousse,Riadh Palms Resort,2024-05-20,0.58,108,4,12096,4
Hammamet,La Badira,2024-05-20,0.7,73,3,17447,5
Hammamet,Iberostar Averroes,2024-05-20,0.66,100,11,14900,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-20,0.69,196,19,43708,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-20,0.71,113,11,33109,5
Djerba,Iberostar Mehari Djerba,2024-05-20,0.73,130,11,13390,4
Djerba,Vincci Helios Beach,2024-05-20,0.64,87,10,14964,4
Monastir,Hilton Skanes Monastir Beach,2024-05-20,0.8,82,8,18860,5
Monastir,One Resort Monastir,2024-05-20,0.61,110,8,13200,4
Monastir,Delphin El Habib,2024-05-20,0.48,195,13,16380,3
Tunis,Laico Tunis Hotel,2024-05-21,0.62,96,7,11232,4
Tunis,Hotel Africa Tunis,2024-05-21,0.59,185,18,30155,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-21,0.73,63,5,19404,5
Sousse,El Mouradi Palace,2024-05-21,0.55,108,4,15552,4
Sousse,Marhaba Beach Hotel,2024-05-21,0.73,124,8,22196,4
Sousse,Riadh Palms Resort,2024-05-21,0.66,198,7,27324,4
Hammamet,La Badira,2024-05-21,0.69,117,7,38376,5
Hammamet,Iberostar Averroes,2024-05-21,0.6,111,10,15096,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-21,0.76,81,3,26568,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-21,0.82,123,12,25584,5
Djerba,Iberostar Mehari Djerba,2024-05-21,0.59,191,7,26358,4
Djerba,Vincci Helios Beach,2024-05-21,0.64,189,8,31185,4
Monastir,Hilton Skanes Monastir Beach,2024-05-21,0.77,67,5,16616,5
Monastir,One Resort Monastir,2024-05-21,0.64,190,18,21090,4
Monastir,Delphin El Habib,2024-05-21,0.47,185,8,11285,3
Tunis,Laico Tunis Hotel,2024-05-22,0.75,168,11,24696,4
Tunis,Hotel Africa Tunis,2024-05-22,0.64,79,3,9954,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-22,0.8,127,10,28448,5
Sousse,El Mouradi Palace,2024-05-22,0.64,141,9,18330,4
Sousse,Marhaba Beach Hotel,2024-05-22,0.75,175,15,31500,4
Sousse,Riadh Palms Resort,2024-05-22,0.64,61,2,8723,4
Hammamet,La Badira,2024-05-22,0.81,167,12,34402,5
Hammamet,Iberostar Averroes,2024-05-22,0.69,87,4,14877,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-22,0.77,46,4,9936,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-22,0.85,120,4,26160,5
Djerba,Iberostar Mehari Djerba,2024-05-22,0.75,102,9,14178,4
Djerba,Vincci Helios Beach,2024-05-22,0.56,70,8,8260,4
Monastir,Hilton Skanes Monastir Beach,2024-05-22,0.69,182,14,48958,5
Monastir,One Resort Monastir,2024-05-22,0.66,54,2,6804,4
Monastir,Delphin El Habib,2024-05-22,0.5,191,12,19864,3
Tunis,Laico Tunis Hotel,2024-05-23,0.55,160,10,24960,4
Tunis,Hotel Africa Tunis,2024-05-23,0.73,128,12,12800,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-23,0.83,72,6,24120,5
Sousse,El Mouradi Palace,2024-05-23,0.65,63,3,6678,4
Sousse,Marhaba Beach Hotel,2024-05-23,0.54,180,18,27180,4
Sousse,Riadh Palms Resort,2024-05-23,0.64,71,3,10224,4
Hammamet,La Badira,2024-05-23,0.68,189,8,41391,5
Hammamet,Iberostar Averroes,2024-05-23,0.76,184,18,18400,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-23,0.82,176,9,54384,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-23,0.74,45,4,13590,5
Djerba,Iberostar Mehari Djerba,2024-05-23,0.63,191,18,29987,4
Djerba,Vincci Helios Beach,2024-05-23,0.6,68,4,7208,4
Monastir,Hilton Skanes Monastir Beach,2024-05-23,0.69,87,3,18444,5
Monastir,One Resort Monastir,2024-05-23,0.56,119,13,16065,4
Monastir,Delphin El Habib,2024-05-23,0.67,90,10,7020,3
Tunis,Laico Tunis Hotel,2024-05-24,0.67,132,13,17028,4
Tunis,Hotel Africa Tunis,2024-05-24,0.55,116,11,19256,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-24,0.74,136,8,38080,5
Sousse,El Mouradi Palace,2024-05-24,0.72,90,10,12690,4
Sousse,Marhaba Beach Hotel,2024-05-24,0.65,74,8,8658,4
Sousse,Riadh Palms Resort,2024-05-24,0.69,62,1,8804,4
Hammamet,La Badira,2024-05-24,0.82,149,6,30843,5
Hammamet,Iberostar Averroes,2024-05-24,0.69,83,4,9047,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-24,0.77,124,6,41912,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-24,0.73,191,10,44503,5
Djerba,Iberostar Mehari Djerba,2024-05-24,0.58,110,10,15840,4
Djerba,Vincci Helios Beach,2024-05-24,0.6,49,2,8134,4
Monastir,Hilton Skanes Monastir Beach,2024-05-24,0.7,162,10,50706,5
Monastir,One Resort Monastir,2024-05-24,0.58,123,12,12423,4
Monastir,Delphin El Habib,2024-05-24,0.57,94,3,8460,3
Tunis,Laico Tunis Hotel,2024-05-25,0.72,81,7,13527,4
Tunis,Hotel Africa Tunis,2024-05-25,0.59,171,9,20691,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-25,0.78,87,6,21141,5
Sousse,El Mouradi Palace,2024-05-25,0.6,174,19,17400,4
Sousse,Marhaba Beach Hotel,2024-05-25,0.65,168,17,26208,4
Sousse,Riadh Palms Resort,2024-05-25,0.57,146,17,17666,4
Hammamet,La Badira,2024-05-25,0.7,189,21,51408,5
Hammamet,Iberostar Averroes,2024-05-25,0.66,141,15,20022,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-25,0.74,127,12,31623,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-25,0.81,71,5,17537,5
Djerba,Iberostar Mehari Djerba,2024-05-25,0.69,45,3,7785,4
Djerba,Vincci Helios Beach,2024-05-25,0.69,134,12,17822,4
Monastir,Hilton Skanes Monastir Beach,2024-05-25,0.72,124,8,37944,5
Monastir,One Resort Monastir,2024-05-25,0.67,55,4,9185,4
Monastir,Delphin El Habib,2024-05-25,0.63,79,7,5767,3
Tunis,Laico Tunis Hotel,2024-05-26,0.61,163,12,27384,4
Tunis,Hotel Africa Tunis,2024-05-26,0.63,127,7,15240,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-26,0.73,129,4,36894,5
Sousse,El Mouradi Palace,2024-05-26,0.67,147,6,24255,4
Sousse,Marhaba Beach Hotel,2024-05-26,0.62,73,6,10366,4
Sousse,Riadh Palms Resort,2024-05-26,0.67,60,1,8040,4
Hammamet,La Badira,2024-05-26,0.68,146,16,30806,5
Hammamet,Iberostar Averroes,2024-05-26,0.7,60,4,8820,4
Hammamet,Hasdrubal Thalassa & Spa,2024-05-26,0.79,109,6,23435,5
Djerba,Radisson Blu Palace Resort Djerba,2024-05-26,0.82,135,5,24435,5
Djerba,Iberostar Mehari Djerba,2024-05-26,0.62,63,6,8883,4
Djerba,Vincci Helios Beach,2024-05-26,0.7,100,10,12900,4
Monastir,Hilton Skanes Monastir Beach,2024-05-26,0.68,72,4,21888,5
Monastir,One Resort Monastir,2024-05-26,0.73,159,7,18921,4
Monastir,Delphin El Habib,2024-05-26,0.47,59,5,4425,3
Tunis,Laico Tunis Hotel,2024-05-27,0.59,130,8,13520,4
Tunis,Hotel Africa Tunis,2024-05-27,0.67,186,8,21018,4
Tunis,Mövenpick Hotel du Lac Tunis,2024-05-27,0.68,65,4,21255,5
Sousse,El Mouradi Palace,2024-05-27,0.62,182,9,22386,4
Sousse,Marhaba Beach Hotel,2024-05-27,0.64,83,7,8300,4
Sousse,Riadh Palms Resort,2024-05-27,0.72,162,8,21384,4
Hammamet,La Badira,2024-05-27,0.73,67,7,13266,5
